Route,Tables,Build,Status
/admin/providers/page.tsx,profiles;provider_applications;tenants,Admin,✅ DB_ONLY
/admin/course-import/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/external-progress/page.tsx,profiles,Admin,✅ DB_ONLY
/admin/quizzes/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/inbox/page.tsx,license_requests;partner_inquiries;user_profiles,Admin,✅ DB_ONLY
/admin/cmi/page.tsx,cmi_students;profiles,Admin,✅ DB_ONLY
/admin/wotc/page.tsx,wotc_applications,Admin,✅ DB_ONLY
/career-services/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-services/courses/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-services/job-placement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-services/resume-building/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-services/career-counseling/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-services/contact/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-services/interview-prep/page.tsx,,Marketing,⚠️ PARTIAL_DB
/metrics/page.tsx,,Marketing,⚠️ PARTIAL_DB
/support/page.tsx,,Marketing,⚠️ PARTIAL_DB
/support/videos/page.tsx,,Marketing,⚠️ PARTIAL_DB
/support/help/page.tsx,,Marketing,⚠️ PARTIAL_DB
/support/ticket/page.tsx,,Marketing,⚠️ PARTIAL_DB
/support/chat/page.tsx,,Marketing,⚠️ PARTIAL_DB
/support/contact/page.tsx,,Marketing,⚠️ PARTIAL_DB
/verify-credentials/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apprenticeship-programs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partner-upload/[token]/page.tsx,partners,Marketing,✅ DB_ONLY
/for-providers/page.tsx,,Marketing,⚠️ PARTIAL_DB
/call-now/page.tsx,,Marketing,⚠️ PARTIAL_DB
/tuition/page.tsx,,Marketing,⚠️ PARTIAL_DB
/testimonials/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partnerships/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partner-operating-model/page.tsx,,Marketing,⚠️ PARTIAL_DB
/schedule/page.tsx,,Marketing,⚠️ PARTIAL_DB
/schedule/meeting/page.tsx,,Marketing,⚠️ PARTIAL_DB
/tutoring/page.tsx,profiles,Marketing,✅ DB_ONLY
/advising/page.tsx,programs,Marketing,✅ DB_ONLY
/updates/page.tsx,,Marketing,⚠️ PARTIAL_DB
/updates/2026/01/program-calendar/page.tsx,,Marketing,⚠️ PARTIAL_DB
/instructor-credentials/page.tsx,,Marketing,⚠️ PARTIAL_DB
/signup/page.tsx,site_settings,Marketing,✅ DB_ONLY
/privacy/page.tsx,,Marketing,⚠️ PARTIAL_DB
/security/page.tsx,,Marketing,⚠️ PARTIAL_DB
/jobs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/jobs/jobs/page.tsx,government_job_feed;public_job_board,Marketing,✅ DB_ONLY
/directory/page.tsx,,Marketing,⚠️ PARTIAL_DB
/file-manager/page.tsx,,Marketing,⚠️ PARTIAL_DB
/disclosures/training-delivery/page.tsx,,Marketing,⚠️ PARTIAL_DB
/institutional-governance/page.tsx,,Marketing,⚠️ PARTIAL_DB
/enroll/page.tsx,,Marketing,⚠️ PARTIAL_DB
/enroll/payment/page.tsx,,Marketing,⚠️ PARTIAL_DB
/enroll/[programId]/page.tsx,programs,Marketing,✅ DB_ONLY
/enroll/confirmation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/shop/products/page.tsx,,Marketing,⚠️ PARTIAL_DB
/shop/onboarding/page.tsx,,Marketing,⚠️ PARTIAL_DB
/courses/page.tsx,,Marketing,⚠️ PARTIAL_DB
/training/page.tsx,,Marketing,⚠️ PARTIAL_DB
/training/learning-center/page.tsx,,Marketing,⚠️ PARTIAL_DB
/training/certifications/page.tsx,,Marketing,⚠️ PARTIAL_DB
/unauthorized/page.tsx,profiles;user_roles,Marketing,✅ DB_ONLY
/jri/page.tsx,,Marketing,⚠️ PARTIAL_DB
/healthcare-training-indianapolis/page.tsx,,Marketing,⚠️ PARTIAL_DB
/achievements/page.tsx,achievements;profiles;user_achievements,Marketing,✅ DB_ONLY
/subscription/page.tsx,,Marketing,⚠️ PARTIAL_DB
/services/page.tsx,,Marketing,⚠️ PARTIAL_DB
/connect/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-training/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-training/career-training/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-training/career-training/[state]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apprentice/page.tsx,hour_entries;profiles,LMS,✅ DB_ONLY
/apprentice/skills/page.tsx,apprentice_skill_progress;apprentice_skills;apprentices;skill_categories,LMS,✅ DB_ONLY
/apprentice/timeclock/page.tsx,progress_entries,LMS,✅ DB_ONLY
/apprentice/timeclock/history/page.tsx,,LMS,⚠️ PARTIAL_DB
/apprentice/attendance/page.tsx,,LMS,⚠️ PARTIAL_DB
/apprentice/hours/page.tsx,hour_entries;program_enrollments,LMS,✅ DB_ONLY
/apprentice/hours/log/page.tsx,apprentice_skills;apprentices;competency_log;program_enrollments;skill_categories,LMS,✅ DB_ONLY
/apprentice/workbook/page.tsx,,LMS,⚠️ PARTIAL_DB
/apprentice/handbook/page.tsx,documents;handbook_sections,LMS,✅ DB_ONLY
/apprentice/profile/page.tsx,,LMS,⚠️ PARTIAL_DB
/apprentice/billing/page.tsx,barber_subscriptions;cosmetology_subscriptions,LMS,✅ DB_ONLY
/apprentice/competencies/page.tsx,apprentice_skills;competency_log;skill_categories,LMS,✅ DB_ONLY
/apprentice/competencies/log/page.tsx,apprentice_skills;apprentices;competency_log;program_enrollments;skill_categories,LMS,✅ DB_ONLY
/apprentice/state-board/page.tsx,apprenticeship_hours;program_enrollments;student_enrollments,LMS,✅ DB_ONLY
/apprentice/documents/page.tsx,apprentice_forms;apprentices;documents,LMS,✅ DB_ONLY
/apprentice/course/page.tsx,,LMS,⚠️ PARTIAL_DB
/apprentice/transfer-hours/page.tsx,apprentices;hour_transfer_requests,LMS,✅ DB_ONLY
/apprentice/transfer-hours/request/page.tsx,,LMS,⚠️ PARTIAL_DB
/grievance/page.tsx,,Marketing,⚠️ PARTIAL_DB
/operator/page.tsx,,Marketing,⚠️ PARTIAL_DB
/help/page.tsx,,Marketing,⚠️ PARTIAL_DB
/help/courses/page.tsx,,Marketing,⚠️ PARTIAL_DB
/help/tutorials/page.tsx,,Marketing,⚠️ PARTIAL_DB
/help/technical/page.tsx,,Marketing,⚠️ PARTIAL_DB
/help/getting-started/page.tsx,,Marketing,⚠️ PARTIAL_DB
/help/account/page.tsx,,Marketing,⚠️ PARTIAL_DB
/grants/page.tsx,,Marketing,⚠️ PARTIAL_DB
/thankyou/page.tsx,content_blocks;programs;settings,Marketing,✅ DB_ONLY
/application-success/page.tsx,page_views,Marketing,✅ DB_ONLY
/consumer-education/page.tsx,,Marketing,⚠️ PARTIAL_DB
/news/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workforce-board/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workforce-board/employment/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workforce-board/dashboard/page.tsx,certificates;partner_lms_providers;profiles;program_enrollments;programs,Marketing,✅ DB_ONLY
/program-holder/[...path]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/program-holder/rights-responsibilities/page.tsx,,Marketing,⚠️ PARTIAL_DB
/program-holder/sign-mou/page.tsx,,Marketing,⚠️ PARTIAL_DB
/program-holder/dashboard/page.tsx,,Marketing,⚠️ PARTIAL_DB
/program-holder/onboarding/page.tsx,,Marketing,⚠️ PARTIAL_DB
/privacy-policy/page.tsx,,Marketing,⚠️ PARTIAL_DB
/agencies/page.tsx,,Marketing,⚠️ PARTIAL_DB
/student-support/page.tsx,,Marketing,⚠️ PARTIAL_DB
/student-support/schedule/page.tsx,,Marketing,⚠️ PARTIAL_DB
/financing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/calendar/page.tsx,,Marketing,⚠️ PARTIAL_DB
/calendar/calendar/page.tsx,assignments;program_enrollments;programs,Marketing,✅ DB_ONLY
/offline/page.tsx,,Marketing,⚠️ PARTIAL_DB
/forgot-password/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employers/directory/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employers/post-job/page.tsx,,Marketing,⚠️ PARTIAL_DB
/provider/programs/page.tsx,profiles;programs,Marketing,✅ DB_ONLY
/provider/programs/new/page.tsx,,Marketing,⚠️ PARTIAL_DB
/provider/dashboard/page.tsx,certificates;organizations;profiles;program_enrollments;programs;provider_compliance_artifacts;provider_onboarding_steps;tenant_domains,Marketing,✅ DB_ONLY
/provider/compliance/page.tsx,profiles;provider_compliance_artifacts,Marketing,✅ DB_ONLY
/provider/settings/page.tsx,organizations;profiles;tenants,Marketing,✅ DB_ONLY
/booking/page.tsx,,Marketing,⚠️ PARTIAL_DB
/booking/booking/page.tsx,appointment_types;locations;staff,Marketing,✅ DB_ONLY
/booking/booking/enrollment/page.tsx,,Marketing,⚠️ PARTIAL_DB
/booth-rental/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/learner/page.tsx,,Marketing,⚠️ PARTIAL_DB
/learner/dashboard/page.tsx,,Marketing,⚠️ PARTIAL_DB
/card/page.tsx,,Marketing,⚠️ PARTIAL_DB
/sitemap/page.tsx,,Marketing,⚠️ PARTIAL_DB
/staff/page.tsx,handbook_acknowledgments;payroll_profiles;profiles;user_skills,Marketing,✅ DB_ONLY
/staff/booth-renters/page.tsx,booth_rental_subscriptions,Marketing,✅ DB_ONLY
/staff/skills/page.tsx,user_skills,Marketing,✅ DB_ONLY
/staff/attendance/page.tsx,attendance_hours;cohorts,Marketing,✅ DB_ONLY
/staff/attendance/export/page.tsx,attendance_hours;cohorts,Marketing,✅ DB_ONLY
/staff/attendance/take/page.tsx,cohorts;profiles,Marketing,✅ DB_ONLY
/staff/attendance/record/page.tsx,attendance;profiles;program_enrollments,Marketing,✅ DB_ONLY
/staff/users/page.tsx,profiles,Marketing,✅ DB_ONLY
/staff/courses/page.tsx,program_enrollments;programs,Marketing,✅ DB_ONLY
/staff/courses/create/page.tsx,lms_courses,Marketing,✅ DB_ONLY
/staff/training/page.tsx,staff_training_progress;training_modules,Marketing,✅ DB_ONLY
/staff/cases/page.tsx,,Marketing,⚠️ PARTIAL_DB
/staff/cases/[id]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/staff/qa-checklist/page.tsx,qa_checklist_completions;qa_checklists,Marketing,✅ DB_ONLY
/staff/dashboard/page.tsx,profiles;program_enrollments,Marketing,✅ DB_ONLY
/staff/processes/page.tsx,staff_processes,Marketing,✅ DB_ONLY
/staff/students/page.tsx,profiles,Marketing,✅ DB_ONLY
/staff/students/add/page.tsx,,Marketing,⚠️ PARTIAL_DB
/staff/campaigns/page.tsx,,Marketing,⚠️ PARTIAL_DB
/staff/customer-service/page.tsx,customer_service_protocols;customer_service_tickets,Marketing,✅ DB_ONLY
/error/page.tsx,,Marketing,⚠️ PARTIAL_DB
/locations/page.tsx,,Marketing,⚠️ PARTIAL_DB
/suboffice-onboarding/page.tsx,,Marketing,⚠️ PARTIAL_DB
/suboffice-onboarding/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/volunteer/page.tsx,,Marketing,⚠️ PARTIAL_DB
/barber-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/faq/page.tsx,,Marketing,⚠️ PARTIAL_DB
/faq/faq/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ebook/barber-theory/page.tsx,,Marketing,⚠️ PARTIAL_DB
/transcript/page.tsx,checkpoint_scores;lesson_progress;lms_lessons;modules;profiles;program_enrollments,Marketing,✅ DB_ONLY
/share/page.tsx,,Marketing,⚠️ PARTIAL_DB
/handbook/page.tsx,,Marketing,⚠️ PARTIAL_DB
/licenses/page.tsx,,Marketing,⚠️ PARTIAL_DB
/licenses/request/page.tsx,,Marketing,⚠️ PARTIAL_DB
/licenses/purchase/page.tsx,,Marketing,⚠️ PARTIAL_DB
/licenses/enterprise-review/page.tsx,,Marketing,⚠️ PARTIAL_DB
/messages/page.tsx,direct_message_conversations;users,Marketing,✅ DB_ONLY
/nail-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/how-it-works/page.tsx,,Marketing,⚠️ PARTIAL_DB
/snap/snap-et/page.tsx,,Marketing,⚠️ PARTIAL_DB
/outcomes/page.tsx,,Marketing,⚠️ PARTIAL_DB
/academic-integrity/page.tsx,,Marketing,⚠️ PARTIAL_DB
/forms/page.tsx,,Marketing,⚠️ PARTIAL_DB
/forms/host-shop-inquiry/page.tsx,,Marketing,⚠️ PARTIAL_DB
/forms/barber-apprenticeship-inquiry/page.tsx,,Marketing,⚠️ PARTIAL_DB
/start/page.tsx,,Marketing,⚠️ PARTIAL_DB
/start/start/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-assessment/page.tsx,,Marketing,⚠️ PARTIAL_DB
/certification-testing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/checkout/page.tsx,license_leads,Marketing,✅ DB_ONLY
/checkout/[program]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/checkout/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/checkout/career/page.tsx,,Marketing,⚠️ PARTIAL_DB
/team/page.tsx,,Marketing,⚠️ PARTIAL_DB
/press/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/press/press/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/ojt-and-funding/page.tsx,,Marketing,⚠️ PARTIAL_DB
/profile/page.tsx,users,Marketing,✅ DB_ONLY
/student-resources/page.tsx,,Marketing,⚠️ PARTIAL_DB
/donate/page.tsx,,Marketing,⚠️ PARTIAL_DB
/donate/monthly/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apprenticeships/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apprenticeships/ipla-exam/page.tsx,,Marketing,⚠️ PARTIAL_DB
/disaster-recovery/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/instructor/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/paris/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/credential-engine/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/ai/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/ai/instructor/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/ai/job-match/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/job-match/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/dev-studio/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai/course-factory/page.tsx,,Marketing,⚠️ PARTIAL_DB
/billing/page.tsx,invoices,Marketing,✅ DB_ONLY
/verification-approvals/page.tsx,,Marketing,⚠️ PARTIAL_DB
/login/page.tsx,profiles,Marketing,✅ DB_ONLY
/login/apprentice/page.tsx,,LMS,⚠️ PARTIAL_DB
/approvals/page.tsx,,Marketing,⚠️ PARTIAL_DB
/mobile-app/page.tsx,,Marketing,⚠️ PARTIAL_DB
/portals/page.tsx,,Marketing,⚠️ PARTIAL_DB
/copyright/page.tsx,,Marketing,⚠️ PARTIAL_DB
/reports/page.tsx,reports,Marketing,✅ DB_ONLY
/solutions/page.tsx,,Marketing,⚠️ PARTIAL_DB
/solutions/higher-ed/page.tsx,,Marketing,⚠️ PARTIAL_DB
/solutions/k12/page.tsx,,Marketing,⚠️ PARTIAL_DB
/solutions/distance-learning/page.tsx,,Marketing,⚠️ PARTIAL_DB
/policies/page.tsx,,Marketing,⚠️ PARTIAL_DB
/licensing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal-entity-structure/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workbooks/page.tsx,,Marketing,⚠️ PARTIAL_DB
/mou/employer/page.tsx,,Marketing,⚠️ PARTIAL_DB
/cookies/page.tsx,,Marketing,⚠️ PARTIAL_DB
/creator/products/page.tsx,marketplace_products;marketplace_sales,Marketing,✅ DB_ONLY
/orientation-video/page.tsx,,Marketing,⚠️ PARTIAL_DB
/create-course/page.tsx,course_templates,Marketing,✅ DB_ONLY
/verify-identity/page.tsx,documents,Marketing,✅ DB_ONLY
/demos/page.tsx,,Marketing,⚠️ PARTIAL_DB
/community-services/page.tsx,,Marketing,⚠️ PARTIAL_DB
/community-services/community-services/page.tsx,,Marketing,⚠️ PARTIAL_DB
/community-services/community-services/[state]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/cosmetology-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/cosmetology-host-shop/dashboard/page.tsx,,Marketing,⚠️ PARTIAL_DB
/roi/page.tsx,,Marketing,⚠️ PARTIAL_DB
/import/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workkeys/page.tsx,,Marketing,⚠️ PARTIAL_DB
/governance/security/page.tsx,,Marketing,⚠️ PARTIAL_DB
/governance/operational-controls/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/technology/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/skilled-trades/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/peer-recovery-specialist/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/peer-recovery-specialist/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/enrollment-success/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/programs/cosmetology-apprenticeship/payment/bnpl/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/payment-setup/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/payment-setup/confirm/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/orientation/page.tsx,cosmetology_subscriptions;orientation_completions;profiles;program_enrollments,Marketing,✅ DB_ONLY
/programs/cosmetology-apprenticeship/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/apply/apprentice/page.tsx,,LMS,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/host-shops/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/eligibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cdl-training/enrollment-success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cdl-training/waitlist/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/hvac-technician/study-guide/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/hvac-technician/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/hvac-technician/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/hvac-technician/curriculum/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/hvac-technician/course/page.tsx,lesson_progress;lms_lessons,Marketing,✅ DB_ONLY
/programs/[program]/page.tsx,programs,Marketing,✅ DB_ONLY
/programs/[program]/confirm/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/[program]/enrollment-success/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/programs/[program]/courses/page.tsx,lms_courses;programs,Marketing,✅ DB_ONLY
/programs/[program]/training/page.tsx,program_courses;program_enrollments;program_external_completions;program_external_courses;programs,Marketing,✅ DB_ONLY
/programs/[program]/discussions/page.tsx,forum_posts;forum_threads;profiles;program_discussions;program_enrollments;programs,Marketing,✅ DB_ONLY
/programs/[program]/discussions/[threadId]/page.tsx,program_discussion_replies;program_discussions;program_enrollments;programs,Marketing,✅ DB_ONLY
/programs/[program]/payment-setup/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/[program]/request-info/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/[program]/orientation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/[program]/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/[program]/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/[program]/documents/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/programs/[program]/eligibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/beauty/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/esthetician-apprenticeship/enrollment-success/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/programs/esthetician-apprenticeship/orientation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/esthetician-apprenticeship/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/esthetician-apprenticeship/documents/page.tsx,enrollments,Marketing,✅ DB_ONLY
/programs/esthetician-apprenticeship/host-shops/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/esthetician-apprenticeship/eligibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/confirm/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/enrollment-success/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/programs/barber-apprenticeship/payment/bnpl/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/payment-setup/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/payment-setup/confirm/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/orientation/page.tsx,barber_subscriptions,Marketing,✅ DB_ONLY
/programs/barber-apprenticeship/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/apply/apprentice/page.tsx,,LMS,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/documents/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/programs/barber-apprenticeship/host-shops/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/host-shops/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/eligibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/healthcare/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/healthcare/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/qma/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/qma/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/business/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cpr-first-aid/payment/bnpl/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/catalog/page.tsx,partner_courses,Marketing,✅ DB_ONLY
/programs/medical-assistant/enroll/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cna/enroll/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/cna/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/nail-technician-apprenticeship/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/programs/nail-technician-apprenticeship/host-shops/page.tsx,,Marketing,⚠️ PARTIAL_DB
/education/page.tsx,,Marketing,⚠️ PARTIAL_DB
/payment/page.tsx,payment_options,Marketing,✅ DB_ONLY
/payment/affirm/confirm/page.tsx,,Marketing,⚠️ PARTIAL_DB
/payment/affirm/cancel/page.tsx,page_views,Marketing,✅ DB_ONLY
/payment/cancel/page.tsx,page_views,Marketing,✅ DB_ONLY
/sign/[documentId]/page.tsx,signature_documents;signatures,Marketing,✅ DB_ONLY
/barber-and-beauty-apprenticeships/page.tsx,,Marketing,⚠️ PARTIAL_DB
/notifications/page.tsx,notifications,Marketing,✅ DB_ONLY
/healthcare/page.tsx,,Marketing,⚠️ PARTIAL_DB
/c/[token]/page.tsx,audit_logs;credential_share_links;credentials,Marketing,✅ DB_ONLY
/auth/admin/reset-password/page.tsx,,Admin,⚠️ PARTIAL_DB
/auth/set-password/page.tsx,profiles,Marketing,✅ DB_ONLY
/auth/reset-password/page.tsx,profiles,Marketing,✅ DB_ONLY
/cna-waitlist/page.tsx,,Marketing,⚠️ PARTIAL_DB
/cna-waitlist/cna-waitlist/page.tsx,,Marketing,⚠️ PARTIAL_DB
/email/page.tsx,,Marketing,⚠️ PARTIAL_DB
/skilled-trades-training-indiana/page.tsx,,Marketing,⚠️ PARTIAL_DB
/license-suspended/page.tsx,,Marketing,⚠️ PARTIAL_DB
/career-counseling/page.tsx,,Marketing,⚠️ PARTIAL_DB
/docs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/docs/program-holder-guide/page.tsx,,Marketing,⚠️ PARTIAL_DB
/docs/api/page.tsx,,Marketing,⚠️ PARTIAL_DB
/docs/quickstart/page.tsx,,Marketing,⚠️ PARTIAL_DB
/preview/barber-studio/page.tsx,,Marketing,⚠️ PARTIAL_DB
/preview/barber-videos/page.tsx,course_lessons,Marketing,✅ DB_ONLY
/install-app/page.tsx,,Marketing,⚠️ PARTIAL_DB
/funding/page.tsx,,Marketing,⚠️ PARTIAL_DB
/funding/confirm/page.tsx,profiles,Marketing,✅ DB_ONLY
/funding/jri/page.tsx,,Marketing,⚠️ PARTIAL_DB
/funding/job-ready-indy/page.tsx,,Marketing,⚠️ PARTIAL_DB
/funding/grant-programs/page.tsx,programs,Marketing,✅ DB_ONLY
/funding/dol/page.tsx,funding_sources,Marketing,✅ DB_ONLY
/funding/how-it-works/page.tsx,,Marketing,⚠️ PARTIAL_DB
/funding/wrg/page.tsx,,Marketing,⚠️ PARTIAL_DB
/funding/federal-programs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/funding/wioa/page.tsx,funding_options,Marketing,✅ DB_ONLY
/funding/state-programs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/admin-login/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/practice-tests/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/courses/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/courses/hvac-technician-course-license/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/digital/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/trial-success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/pro-license/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/pro-license/trial/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/starter-license/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/starter-license/trial/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/checkout/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/managed-platform/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/source-use/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/enterprise-license/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/enterprise-license/trial/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licenses/school-license/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/checkout/page.tsx,cart_items;profiles,Marketing,✅ DB_ONLY
/store/checkout/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/checkout/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/checkout/cancel/page.tsx,products,Marketing,✅ DB_ONLY
/store/success/page.tsx,order_items;orders;purchases,Marketing,✅ DB_ONLY
