Repository Page,Component,Hook,API,Server Action,Database Table,Storage,Edge Function,AI,Build,Production URL,Status
/admin/crm/contacts,marketing_contacts,,,,marketing_contacts,,,,Admin,,✅ DB_ONLY
/admin/crm/deals,crm_deals,,,,crm_deals,,,,Admin,,✅ DB_ONLY
/admin/crm/campaigns,campaigns,profiles,,,,campaigns,profiles,,,,Admin,,✅ DB_ONLY
/admin/advanced-tools,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/partner-inquiries,partner_inquiries,profiles,,,,partner_inquiries,profiles,,,,Admin,,✅ DB_ONLY
/admin/wioa,wioa_participants,,,,wioa_participants,,,,Admin,,✅ DB_ONLY
/admin/wioa/iep,individual_employment_plans,,,,individual_employment_plans,,,,Admin,,✅ DB_ONLY
/admin/wioa/documents,profiles,wioa_documents,,,,profiles,wioa_documents,,,,Admin,,✅ DB_ONLY
/admin/wioa/verify,documents,wioa_participants,,,,documents,wioa_participants,,,,Admin,,✅ DB_ONLY
/admin/wioa/eligibility,applications,,,,applications,,,,Admin,,✅ DB_ONLY
/admin/staff-portal,handbook_acknowledgments,payroll_profiles,profiles,user_skills,,,,handbook_acknowledgments,payroll_profiles,profiles,user_skills,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/booth-renters,booth_rental_subscriptions,,,,booth_rental_subscriptions,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/skills,user_skills,,,,user_skills,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/attendance,attendance_sessions,profiles,staff_attendance,staff_users,,,,attendance_sessions,profiles,staff_attendance,staff_users,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/attendance/export,attendance_hours,cohorts,,,,attendance_hours,cohorts,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/attendance/take,cohorts,profiles,admin/cohorts/${cohortId}/attendance`, {
      method: ,,,cohorts,profiles,,,,Admin,,✅ ACTIVE
/admin/staff-portal/attendance/record,attendance,profiles,program_enrollments,,,,attendance,profiles,program_enrollments,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/users,profiles,,,,profiles,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/courses,program_enrollments,programs,,,,program_enrollments,programs,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/courses/create,lms_courses,,,,lms_courses,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/training,staff_training_progress,training_modules,,,,staff_training_progress,training_modules,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/hours,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/staff-portal/cases,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/staff-portal/messages,me,them,,,,me,them,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/reports,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/staff-portal/competencies,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/staff-portal/qa-checklist,qa_checklist_completions,qa_checklists,,,,qa_checklist_completions,qa_checklists,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/dashboard,profiles,program_enrollments,,,,profiles,program_enrollments,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/processes,staff_processes,,,,staff_processes,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/tasks,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/staff-portal/students,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/staff-portal/students/add,,programs,,,,,,,Admin,,⚠️ API_ONLY
/admin/staff-portal/settings,profiles,staff_users,staffs,,,,profiles,staff_users,staffs,,,,Admin,,✅ DB_ONLY
/admin/staff-portal/vr,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/staff-portal/campaigns,,crm/templates,staff/campaigns/send,staff/my-students,,,,,,,Admin,,⚠️ API_ONLY
/admin/staff-portal/customer-service,customer_service_protocols,customer_service_tickets,,,,customer_service_protocols,customer_service_tickets,,,,Admin,,✅ DB_ONLY
/admin/applications,applications,,,,applications,,,,Admin,,✅ DB_ONLY
/admin/applications/queue,admin_applications_queue,,,,admin_applications_queue,,,,Admin,,✅ DB_ONLY
/admin/migrations,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/submissions,grant_applications,grant_opportunities,profiles,sos_attachment_library,sos_content_blocks,sos_opportunities,sos_organization_facts,sos_review_tasks,,,,grant_applications,grant_opportunities,profiles,sos_attachment_library,sos_content_blocks,sos_opportunities,sos_organization_facts,sos_review_tasks,,,,Admin,,✅ DB_ONLY
/admin/submissions/content,profiles,sos_content_blocks,sos_organizations,,,,profiles,sos_content_blocks,sos_organizations,,,,Admin,,✅ DB_ONLY
/admin/submissions/attachments,profiles,sos_attachment_library,sos_organizations,,,,profiles,sos_attachment_library,sos_organizations,,,,Admin,,✅ DB_ONLY
/admin/submissions/templates,profiles,sos_document_templates,sos_organizations,,,,profiles,sos_document_templates,sos_organizations,,,,Admin,,✅ DB_ONLY
/admin/submissions/org,profiles,sos_organization_profiles,sos_organizations,,,,profiles,sos_organization_profiles,sos_organizations,,,,Admin,,✅ DB_ONLY
/admin/submissions/compliance,profiles,sos_compliance_records,sos_organizations,,,,profiles,sos_compliance_records,sos_organizations,,,,Admin,,✅ DB_ONLY
/admin/submissions/past-performance,profiles,sos_organizations,sos_past_performance,,,,profiles,sos_organizations,sos_past_performance,,,,Admin,,✅ DB_ONLY
/admin/submissions/partners,profiles,sos_organizations,sos_partner_entities,,,,profiles,sos_organizations,sos_partner_entities,,,,Admin,,✅ DB_ONLY
/admin/submissions/facts,profiles,sos_organization_facts,sos_organizations,,,,profiles,sos_organization_facts,sos_organizations,,,,Admin,,✅ DB_ONLY
/admin/submissions/exceptions,profiles,sos_review_tasks,,,,profiles,sos_review_tasks,,,,Admin,,✅ DB_ONLY
/admin/workflows,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/program-holders,program_holder_programs,program_holders,,,,program_holder_programs,program_holders,,,,Admin,,✅ DB_ONLY
/admin/program-holders/verification,profiles,program_holder_banking,program_holder_documents,program_holders,,,,profiles,program_holder_banking,program_holder_documents,program_holders,,,,Admin,,✅ DB_ONLY
/admin/host-shop/ojt,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/host-shop/reports,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/host-shop/dashboard,lesson_progress,ojt_hours,profiles,program_enrollments,wotc_credits,,,,lesson_progress,ojt_hours,profiles,program_enrollments,wotc_credits,,,,Admin,,✅ DB_ONLY
/admin/host-shop/compliance,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/host-shop/apprentices,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/barriers,participant_barriers,,,,participant_barriers,,,,Admin,,✅ DB_ONLY
/admin/transfer-hours,transfer_hours,,,,transfer_hours,,,,Admin,,✅ DB_ONLY
/admin/providers,profiles,provider_applications,tenants,,,,profiles,provider_applications,tenants,,,,Admin,,✅ DB_ONLY
/admin/course-import,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/external-progress,profiles,,,,profiles,,,,Admin,,✅ DB_ONLY
/admin/quizzes,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/admin/inbox,license_requests,partner_inquiries,user_profiles,,,,license_requests,partner_inquiries,user_profiles,,,,Admin,,✅ DB_ONLY
/admin/cmi,cmi_students,profiles,,,,cmi_students,profiles,,,,Admin,,✅ DB_ONLY
/admin/wotc,wotc_applications,,,,wotc_applications,,,,Admin,,✅ DB_ONLY
/career-services,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-services/courses,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-services/job-placement,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-services/resume-building,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-services/career-counseling,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-services/contact,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-services/interview-prep,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/metrics,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/support,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/support/videos,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/support/help,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/support/ticket,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/support/chat,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/support/contact,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/verify-credentials,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprenticeship-programs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/partner-upload/[token],partners,,,,partners,,,,Marketing,,✅ DB_ONLY
/for-providers,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/call-now,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/tuition,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/testimonials,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/partnerships,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/partner-operating-model,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/schedule,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/schedule/meeting,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/tutoring,profiles,,,,profiles,,,,Marketing,,✅ DB_ONLY
/advising,programs,,,,programs,,,,Marketing,,✅ DB_ONLY
/updates,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/updates/2026/01/program-calendar,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/instructor-credentials,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/signup,site_settings,,,,site_settings,,,,Marketing,,✅ DB_ONLY
/privacy,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/security,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/jobs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/jobs/jobs,government_job_feed,public_job_board,,,,government_job_feed,public_job_board,,,,Marketing,,✅ DB_ONLY
/directory,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/file-manager,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/disclosures/training-delivery,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/institutional-governance,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/enroll,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/enroll/payment,,applications/${applicationId}/verify`);
        if (res.ok) {
          const data = await res.json();
          setApplicationData(data);
          setApplicationValid(true);
        } else {
          // If no verification endpoint, try to fetch application directly
          const appRes = await fetch(`applications/${applicationId}`);
          if (appRes.ok) {
            const appData = await appRes.json();
            setApplicationData(appData);
            setApplicationValid(true);
          } else {
            setError(,apprenticeship/enroll/checkout,,,,,,,Marketing,,⚠️ API_ONLY
/enroll/[programId],programs,enroll/apply,programs/enroll/checkout,,,programs,,,,Marketing,,✅ ACTIVE
/enroll/confirmation,,apprenticeship/enroll/verify?session_id=${sessionId}`);

        if (res.ok) {
          const data = await res.json();
          setEnrollment(data);
        } else {
          // Even if verification fails, show success - webhook handles the real work
          setEnrollment({
            status: ,,,,,,,Marketing,,⚠️ API_ONLY
/shop,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/shop/products,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/shop/onboarding,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/courses,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/training,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/training/learning-center,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/training/certifications,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/unauthorized,profiles,user_roles,,,,profiles,user_roles,,,,Marketing,,✅ DB_ONLY
/jri,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/healthcare-training-indianapolis,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/achievements,achievements,profiles,user_achievements,,,,achievements,profiles,user_achievements,,,,Marketing,,✅ DB_ONLY
/subscription,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/services,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/connect,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-training,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-training/career-training,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-training/career-training/[state],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprentice,hour_entries,profiles,,,,hour_entries,profiles,,,,Marketing,,✅ DB_ONLY
/apprentice/skills,apprentice_skill_progress,apprentice_skills,apprentices,skill_categories,,,,apprentice_skill_progress,apprentice_skills,apprentices,skill_categories,,,,Marketing,,✅ DB_ONLY
/apprentice/timeclock,progress_entries,timeclock/action,timeclock/context,timeclock/heartbeat,,,progress_entries,,,,Marketing,,✅ ACTIVE
/apprentice/timeclock/history,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprentice/attendance,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprentice/hours,hour_entries,program_enrollments,,,,hour_entries,program_enrollments,,,,Marketing,,✅ DB_ONLY
/apprentice/hours/log,apprentice_skills,apprentices,competency_log,program_enrollments,skill_categories,,,,apprentice_skills,apprentices,competency_log,program_enrollments,skill_categories,,,,Marketing,,✅ DB_ONLY
/apprentice/workbook,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprentice/handbook,documents,handbook_sections,,,,documents,handbook_sections,,,,Marketing,,✅ DB_ONLY
/apprentice/profile,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprentice/billing,barber_subscriptions,cosmetology_subscriptions,,,,barber_subscriptions,cosmetology_subscriptions,,,,Marketing,,✅ DB_ONLY
/apprentice/competencies,apprentice_skills,competency_log,skill_categories,,,,apprentice_skills,competency_log,skill_categories,,,,Marketing,,✅ DB_ONLY
/apprentice/competencies/log,apprentice_skills,apprentices,competency_log,program_enrollments,skill_categories,,,,apprentice_skills,apprentices,competency_log,program_enrollments,skill_categories,,,,Marketing,,✅ DB_ONLY
/apprentice/state-board,apprenticeship_hours,program_enrollments,student_enrollments,,,,apprenticeship_hours,program_enrollments,student_enrollments,,,,Marketing,,✅ DB_ONLY
/apprentice/documents,apprentice_forms,apprentices,documents,,,,apprentice_forms,apprentices,documents,,,,Marketing,,✅ DB_ONLY
/apprentice/course,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprentice/transfer-hours,apprentices,hour_transfer_requests,,,,apprentices,hour_transfer_requests,,,,Marketing,,✅ DB_ONLY
/apprentice/transfer-hours/request,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/grievance,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/operator,,operator/chat,,,,,,,Marketing,,⚠️ API_ONLY
/help,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/help/courses,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/help/tutorials,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/help/technical,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/help/getting-started,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/help/account,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/grants,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/thankyou,content_blocks,programs,settings,,,,content_blocks,programs,settings,,,,Marketing,,✅ DB_ONLY
/application-success,page_views,,,,page_views,,,,Marketing,,✅ DB_ONLY
/consumer-education,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/news,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/workforce-board,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/workforce-board/employment,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/workforce-board/dashboard,certificates,partner_lms_providers,profiles,program_enrollments,programs,,,,certificates,partner_lms_providers,profiles,program_enrollments,programs,,,,Marketing,,✅ DB_ONLY
/program-holder/[...path],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/program-holder/rights-responsibilities,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/program-holder/sign-mou,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/program-holder/dashboard,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/program-holder/onboarding,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/privacy-policy,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/agencies,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/student-support,,,,,,,,,LMS,,⚠️ PARTIAL_DB
/student-support/schedule,,,,,,,,,LMS,,⚠️ PARTIAL_DB
/financing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/calendar,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/calendar/calendar,assignments,program_enrollments,programs,,,,assignments,program_enrollments,programs,,,,Marketing,,✅ DB_ONLY
/offline,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/forgot-password,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employers/directory,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employers/post-job,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/provider/programs,profiles,programs,,,,profiles,programs,,,,Marketing,,✅ DB_ONLY
/provider/programs/new,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/provider/dashboard,certificates,organizations,profiles,program_enrollments,programs,provider_compliance_artifacts,provider_onboarding_steps,tenant_domains,,,,certificates,organizations,profiles,program_enrollments,programs,provider_compliance_artifacts,provider_onboarding_steps,tenant_domains,,,,Marketing,,✅ DB_ONLY
/provider/compliance,profiles,provider_compliance_artifacts,,,,profiles,provider_compliance_artifacts,,,,Marketing,,✅ DB_ONLY
/provider/settings,organizations,profiles,tenants,,,,organizations,profiles,tenants,,,,Marketing,,✅ DB_ONLY
/booking,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/booking/booking,appointment_types,locations,staff,,,,appointment_types,locations,staff,,,,Marketing,,✅ DB_ONLY
/booking/booking/enrollment,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/booth-rental/apply,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/learner,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/learner/dashboard,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/card,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/sitemap,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/staff,handbook_acknowledgments,payroll_profiles,profiles,user_skills,,,,handbook_acknowledgments,payroll_profiles,profiles,user_skills,,,,Marketing,,✅ DB_ONLY
/staff/booth-renters,booth_rental_subscriptions,,,,booth_rental_subscriptions,,,,Marketing,,✅ DB_ONLY
/staff/skills,user_skills,,,,user_skills,,,,Marketing,,✅ DB_ONLY
/staff/attendance,attendance_hours,cohorts,,,,attendance_hours,cohorts,,,,Marketing,,✅ DB_ONLY
/staff/attendance/export,attendance_hours,cohorts,,,,attendance_hours,cohorts,,,,Marketing,,✅ DB_ONLY
/staff/attendance/take,cohorts,profiles,admin/cohorts/${cohortId}/attendance`, {
      method: ,,,cohorts,profiles,,,,Marketing,,✅ ACTIVE
/staff/attendance/record,attendance,profiles,program_enrollments,,,,attendance,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/staff/users,profiles,,,,profiles,,,,Marketing,,✅ DB_ONLY
/staff/courses,program_enrollments,programs,,,,program_enrollments,programs,,,,Marketing,,✅ DB_ONLY
/staff/courses/create,lms_courses,,,,lms_courses,,,,Marketing,,✅ DB_ONLY
/staff/training,staff_training_progress,training_modules,,,,staff_training_progress,training_modules,,,,Marketing,,✅ DB_ONLY
/staff/cases,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/staff/cases/[id],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/staff/qa-checklist,qa_checklist_completions,qa_checklists,,,,qa_checklist_completions,qa_checklists,,,,Marketing,,✅ DB_ONLY
/staff/dashboard,profiles,program_enrollments,,,,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/staff/processes,staff_processes,,,,staff_processes,,,,Marketing,,✅ DB_ONLY
/staff/students,profiles,,,,profiles,,,,Marketing,,✅ DB_ONLY
/staff/students/add,,programs,,,,,,,Marketing,,⚠️ API_ONLY
/staff/campaigns,,crm/templates,staff/campaigns/send,staff/my-students,,,,,,,Marketing,,⚠️ API_ONLY
/staff/customer-service,customer_service_protocols,customer_service_tickets,,,,customer_service_protocols,customer_service_tickets,,,,Marketing,,✅ DB_ONLY
/error,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/locations,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/suboffice-onboarding,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/suboffice-onboarding/apply,,suboffice/apply,,,,,,,Marketing,,⚠️ API_ONLY
/volunteer,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/barber-host-shop,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/faq,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/faq/faq,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ebook/barber-theory,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/transcript,checkpoint_scores,lesson_progress,lms_lessons,modules,profiles,program_enrollments,,,,checkpoint_scores,lesson_progress,lms_lessons,modules,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/share,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/handbook,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/licenses,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/licenses/request,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/licenses/purchase,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/licenses/enterprise-review,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/messages,direct_message_conversations,users,,,,direct_message_conversations,users,,,,Marketing,,✅ DB_ONLY
/nail-host-shop,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/how-it-works,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/snap/snap-et,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/outcomes,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/academic-integrity,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/forms,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/forms/host-shop-inquiry,,inquiries,,,,,,,Marketing,,⚠️ API_ONLY
/forms/barber-apprenticeship-inquiry,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/start,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/start/start,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-assessment,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/certification-testing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/checkout,license_leads,,,,license_leads,,,,Marketing,,✅ DB_ONLY
/checkout/[program],,create-checkout-session,,,,,,,Marketing,,⚠️ API_ONLY
/checkout/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/checkout/career,,checkout/career,,,,,,,Marketing,,⚠️ API_ONLY
/team,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/press,blog_posts,,,,blog_posts,,,,Marketing,,✅ DB_ONLY
/press/press,blog_posts,,,,blog_posts,,,,Marketing,,✅ DB_ONLY
/ojt-and-funding,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/profile,users,,,,users,,,,Marketing,,✅ DB_ONLY
/student-resources,,,,,,,,,LMS,,⚠️ PARTIAL_DB
/donate,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/donate/monthly,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprenticeships,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apprenticeships/ipla-exam,,apprenticeships/ipla-exam/checkout,,,,,,,Marketing,,⚠️ API_ONLY
/disaster-recovery,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai/instructor,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai/paris,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai/credential-engine,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai/ai,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai/ai/instructor,,ai/instructor,,,,,,,Marketing,,⚠️ API_ONLY
/ai/ai/job-match,,ai/job-match,,,,,,,Marketing,,⚠️ API_ONLY
/ai/job-match,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai/dev-studio,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/ai/course-factory,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/billing,invoices,,,,invoices,,,,Marketing,,✅ DB_ONLY
/verification-approvals,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/login,profiles,auth/2fa/status,auth/2fa/verify,auth/send-magic-link,,,profiles,,,,Marketing,,✅ ACTIVE
/login/apprentice,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/approvals,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/mobile-app,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/portals,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/copyright,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/reports,reports,,,,reports,,,,Marketing,,✅ DB_ONLY
/solutions,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/solutions/higher-ed,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/solutions/k12,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/solutions/distance-learning,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/policies,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/licensing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/legal-entity-structure,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/workbooks,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/mou/employer,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/cookies,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/creator/products,marketplace_products,marketplace_sales,,,,marketplace_products,marketplace_sales,,,,Marketing,,✅ DB_ONLY
/orientation-video,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/create-course,course_templates,,,,course_templates,,,,Marketing,,✅ DB_ONLY
/verify-identity,documents,,,,documents,,,,Marketing,,✅ DB_ONLY
/demos,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/community-services,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/community-services/community-services,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/community-services/community-services/[state],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/cosmetology-host-shop,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/cosmetology-host-shop/dashboard,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/roi,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/import,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/workkeys,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/governance/security,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/governance/operational-controls,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/technology,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/skilled-trades,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/peer-recovery-specialist/apply,,applications,,,,,,,Marketing,,⚠️ API_ONLY
/programs/peer-recovery-specialist/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/enrollment-success,program_enrollments,,,,program_enrollments,,,,Marketing,,✅ DB_ONLY
